,Time,all.datatransfer.all,all.request.count,cluster.node_count,cluster.node_cpu_count,current_operation,environment,fail.datatransfer.all,fail.datatransfer.max,fail.datatransfer.mean,fail.datatransfer.min,fail.datatransfer.percent50,fail.datatransfer.percent75,fail.datatransfer.percent95,fail.datatransfer.percent99,fail.latency.max,fail.latency.mean,fail.latency.min,fail.latency.percent50,fail.latency.percent75,fail.latency.percent95,fail.latency.percent99,fail.latency.stddev,fail.request.count,fail.request.rps,latency_count.less_or_eq_800,latency_count.more_800_less_1200,latency_count.more_or_eq_1200,node_type,ok.datatransfer.all,ok.datatransfer.max,ok.datatransfer.mean,ok.datatransfer.min,ok.datatransfer.percent50,ok.datatransfer.percent75,ok.datatransfer.percent95,ok.datatransfer.percent99,ok.latency.max,ok.latency.mean,ok.latency.min,ok.latency.percent50,ok.latency.percent75,ok.latency.percent95,ok.latency.percent99,ok.latency.stddev,ok.request.count,ok.request.rps,scenario,session_id,simulation.value,status_code.count,status_code.status,step,test_name,test_suite
15,2024-02-07 16:28:54,0,217003,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,198.0,0.34,0.07,0.25,0.46,0.77,1.02,1.65,217003,43401,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
16,2024-02-07 16:28:59,0,234533,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.07,0.32,0.07,0.21,0.45,0.75,0.98,0.22,234533,46907,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
17,2024-02-07 16:28:59,0,234533,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.07,0.32,0.07,0.21,0.45,0.74,0.98,0.22,234533,46907,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
18,2024-02-07 16:29:04,0,231564,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.15,0.32,0.08,0.22,0.46,0.76,1.0,0.22,231564,46313,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
19,2024-02-07 16:29:04,0,231564,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.15,0.32,0.07,0.21,0.46,0.76,1.0,0.22,231564,46313,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
20,2024-02-07 16:29:09,0,229432,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.48,0.33,0.07,0.22,0.46,0.76,1.01,0.22,229432,45886,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
21,2024-02-07 16:29:09,0,229432,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.48,0.32,0.07,0.22,0.46,0.76,1.01,0.22,229432,45886,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
22,2024-02-07 16:29:14,0,233551,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.08,0.32,0.07,0.21,0.45,0.75,0.99,0.22,233551,46710,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
23,2024-02-07 16:29:14,0,233551,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,2.08,0.32,0.07,0.21,0.45,0.75,0.99,0.22,233551,46710,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,Reserve balance,test_http_api,gitter.io
24,2024-02-07 16:29:19,0,228658,,,bombing,linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SingleNode,0,0,0,0,0,0,0,0,11.3,0.33,0.08,0.21,0.46,0.77,1.04,0.23,228658,45732,checkConsistency,2024-02-07_13.28.71_session_3e0c2680,15,,,global information,test_http_api,gitter.io
